Estoques WM com texto breve de material

Nº depósito			004


		Material		Cen.	Dep.	T	Lote	Estoque disponível	Texto breve material	Tp.	PosDepósit	UMB	Data EM	ÚltModif por	Últ.modif.
		0021039377		2100	PA04		S1132874	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132874	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132874	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132874	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132874	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132874	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132874	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132874	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132874	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132874	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132875	            2,000	MSP-1PP	CES	CA1201	TON	03.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132887	            2,000	MSP-1PP	CES	CA1201	TON	05.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132887	            2,000	MSP-1PP	CES	CA1201	TON	05.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132887	            2,000	MSP-1PP	CES	CA1201	TON	05.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132887	            2,000	MSP-1PP	CES	CA1201	TON	05.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132887	            2,000	MSP-1PP	CES	CA1201	TON	05.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132887	            2,000	MSP-1PP	CES	CA1201	TON	05.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132887	            2,000	MSP-1PP	CES	CA1201	TON	05.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1132887	            2,000	MSP-1PP	CES	CA1201	TON	05.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133142	            2,000	MSP-1PP	CES	CA1205	TON	24.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133142	            2,000	MSP-1PP	CES	CA1205	TON	24.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133177	            2,000	MSP-1PP	CES	CA1205	TON	27.10.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133259	            2,000	MSP-1PP	CES	CA1205	TON	01.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133259	            2,000	MSP-1PP	CES	CA1205	TON	01.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133279	            2,000	MSP-1PP	CES	CA1205	TON	02.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133491	            2,000	MSP-1PP	CES	CA1205	TON	18.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133520	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133523	            2,000	MSP-1PP	CES	CA1205	TON	20.11.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133822	            2,000	MSP-1PP	CES	CA1201	TON	14.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133822	            2,000	MSP-1PP	CES	CA1201	TON	14.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133822	            2,000	MSP-1PP	CES	CA1201	TON	14.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1133970	            2,000	MSP-1PP	CES	CA1205	TON	23.12.2023	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1134006	            2,000	MSP-1PP	CES	D07	TON	26.12.2023	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1134006	            2,000	MSP-1PP	CES	D07	TON	26.12.2023	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1134006	            2,000	MSP-1PP	CES	D07	TON	26.12.2023	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1134006	            2,000	MSP-1PP	CES	D07	TON	26.12.2023	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1134006	            2,000	MSP-1PP	CES	D07	TON	26.12.2023	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1134006	            2,000	MSP-1PP	CES	D07	TON	26.12.2023	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1134006	            2,000	MSP-1PP	CES	D07	TON	26.12.2023	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1134006	            2,000	MSP-1PP	CES	D07	TON	26.12.2023	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1134006	            2,000	MSP-1PP	CES	D07	TON	26.12.2023	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1134006	            2,000	MSP-1PP	CES	D07	TON	26.12.2023	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1134006	            2,000	MSP-1PP	CES	D07	TON	26.12.2023	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140066	            2,000	MSP-1PP	CES	D07	TON	06.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	CA1201	TON	07.01.2024	WILLIAMP	16.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	D07	TON	07.01.2024	FLORINEB	05.12.2022
		0021039377		2100	PA04		S1140084	            2,000	MSP-1PP	CES	D07	TON	07.01.2024	FLORINEB	05.12.2022
